"","prey_time","prey_pop","pred_time","pred_pop","start","end","c_prey","c_pred","window","dilution.rate","Source"
"584","44","6.63",44,2.13,NA,NA,"","",NA,NA,"Tsuchiya 1972 set B.csv"
"585","45","7.69",45,2.18,NA,NA,"","",NA,NA,"Tsuchiya 1972 set B.csv"
"586","46","8.55",46,2.24,NA,NA,"","",NA,NA,"Tsuchiya 1972 set B.csv"
"587","47","8.76",47,2.61,NA,NA,"","",NA,NA,"Tsuchiya 1972 set B.csv"
"588","48","8.76",48,2.82,NA,NA,"","",NA,NA,"Tsuchiya 1972 set B.csv"
"589","49","8.66",49,3.62,NA,NA,"","",NA,NA,"Tsuchiya 1972 set B.csv"
"590","50","8.12",50,3.36,NA,NA,"","",NA,NA,"Tsuchiya 1972 set B.csv"
"591","1","16.15",1,0.05,0.12,2,"6","6",33,0.75,"Tsuchiya 1972 set C.csv"
"592","2","14",2,0.16,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"593","3","13.89",3,0.33,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"594","4","12.82",4,0.6,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"595","5","13.14",5,0.16,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"596","6","16.15",6,0.27,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"597","7","12.17",7,0.27,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"598","8","12.92",8,0.44,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"599","9","11.63",9,1.58,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"600","10","3.23",10,7.09,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"601","11","0.86",11,4.36,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"602","12","0.22",12,2.18,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"603","13","2.15",13,0.65,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"604","14","6.03",14,1.64,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"605","15","0.86",15,4.8,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"606","16","0.11",16,4.31,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"607","17","0.22",17,1.64,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"608","18","2.15",18,0.65,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"609","19","10.98",19,0.6,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"610","20","2.8",20,5.4,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"611","21","0.54",21,4.91,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"612","22","2.15",22,2.35,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"613","23","7.54",23,1.75,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"614","24","9.58",24,1.25,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"615","25","6.78",25,1.09,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"616","26","7.65",26,0.93,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"617","27","11.85",27,0.71,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"618","28","11.95",28,0.55,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"619","29","12.17",29,0.49,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"620","30","12.92",30,0.27,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"621","31","12.6",31,0.27,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"622","32","13.25",32,0.49,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"623","33","13.25",33,0.65,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"624","34","10.77",34,1.64,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"625","35","7.97",35,2.62,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"626","36","6.46",36,3.22,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"627","37","3.66",37,3.6,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"628","38","5.28",38,3.38,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"629","39","7.54",39,2.78,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"630","40","8.62",40,1.85,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"631","41","8.94",41,1.31,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"632","42","9.37",42,0.98,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"633","43","9.69",43,0.65,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"634","44","10.66",44,0.71,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"635","45","11.09",45,0.65,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"636","46","11.95",46,0.55,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"637","47","12.71",47,0.33,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"638","48","13.89",48,0.22,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"639","49","14.86",49,0.11,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"640","50","15.08",50,0.11,NA,NA,"","",NA,NA,"Tsuchiya 1972 set C.csv"
"641","1","54",1,13,-1,2,"4","4",50,0,"Utida 1957 set A.csv"
"642","2","379",2,89,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"643","3","375",3,491,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"644","4","134",4,848,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"645","5","13",5,571,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"646","6","9",6,187,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"647","7","67",7,112,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"648","8","665",8,107,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"649","9","558",9,161,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"650","10","446",10,361,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"651","11","49",11,1271,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"652","12","13",12,263,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"653","13","31",13,49,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"654","14","339",14,67,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"655","15","821",15,4,NA,NA,"","",NA,NA,"Utida 1957 set A.csv"
"656","1","513",1,129,0.1,2,"3","4",33,0,"Utida 1957 set B.csv"
"657","2","201",2,125,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"658","3","290",3,352,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"659","4","112",4,647,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"660","5","49",5,468,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"661","6","143",6,178,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"662","7","558",7,214,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"663","8","366",8,272,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"664","9","107",9,620,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"665","10","13",10,575,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"666","11","22",11,317,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"667","12","40",12,161,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"668","13","401",13,138,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"669","14","393",14,210,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"670","15","228",15,357,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"671","16","192",16,486,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"672","17","36",17,593,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"673","18","18",18,277,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"674","19","214",19,112,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"675","20","531",20,125,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"676","21","410",21,183,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"677","22","459",22,219,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"678","23","94",23,839,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"679","24","54",24,638,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"680","25","49",25,321,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"681","26","168",26,261,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"682","27","131",27,307,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"683","28","556",28,265,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"684","29","434",29,358,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"685","30","168",30,653,NA,NA,"","",NA,NA,"Utida 1957 set B.csv"
"686","0","8.402",0,3.154,0.1,2,"1","1",50,0.04,"van den Ende 1973.csv"
"687","26.409","5.781",28.174,4.481,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"688","49.356","5.302",50.238,4.717,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"689","74.951","5.657",75.833,4.185,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"690","125.258","5.893",126.141,4.468,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"691","147.323","5.716",147.323,4.35,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"692","168.505","6.602",171.152,4.061,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"693","194.982","6.95",194.1,3.896,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"694","218.812","6.655",220.577,3.64,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"695","241.759","6.307",243.524,3.424,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"696","265.589","6.3",265.589,3.936,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"697","320.309","6.136",320.309,4.665,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"698","339.726","5.63",339.726,4.796,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"699","361.791","5.505",360.908,4.796,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"700","386.503","4.796",383.855,4.566,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"701","408.568","5.486",408.568,4.533,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"702","477.409","5.873",481.822,4.291,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"703","504.769","5.571",503.887,4.015,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"704","528.599","5.433",530.364,4.008,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"705","554.194","5.348",555.959,3.995,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"706","601.854","4.461",602.736,4.126,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"707","647.748","5.322",649.513,3.785,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"708","671.578","5.689",675.108,3.877,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"709","689.229","5.991",690.995,3.831,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"710","718.355","5.834",721.002,3.929,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"711","748.362","4.396",746.597,4.468,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"712","769.545","4.35",768.662,4.481,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"713","818.087","4.77",817.204,4.507,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"714","840.151","4.974",840.151,4.093,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"715","866.629","5.131",862.216,3.962,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"716","887.811","4.987",887.811,3.896,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"717","915.171","4.698",914.288,4.264,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"718","945.179","4.704",944.296,4.304,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"719","990.191","4.868",990.191,3.949,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"720","1009.607","4.829",1011.373,3.975,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"721","1039.615","4.79",1043.146,4.028,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"722","1070.506","4.79",1073.154,4.002,NA,NA,"","",NA,NA,"van den Ende 1973.csv"
"723","1","15.49",1,5.42,0.3,2,"3","6",33,0,"Veilleux 1976 set A.csv"
"724","2","20.86",2,7.12,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"725","3","92.11",3,23.46,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"726","4","63.62",4,41.65,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"727","5","47.93",5,60.74,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"728","6","61.53",6,55.13,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"729","7","64.15",7,50.42,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"730","8","88.73",8,42.04,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"731","9","134.4",9,45.58,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"732","10","118.7",10,81.15,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"733","11","76.45",11,68.2,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"734","12","35.14",12,41.55,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"735","13","46.9",13,26.77,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"736","14","79.73",14,19.31,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"737","15","142.8",15,15.53,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"738","16","237.8",16,24.54,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"739","17","321.9",17,28.08,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"740","18","384.9",18,37.11,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"741","19","420.5",19,44.29,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"742","20","453.3",20,52.41,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"743","21","448.6",21,64.18,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"744","22","420.1",22,91.5,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"745","23","302.8",23,108.8,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"746","24","126",24,100.4,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"747","25","115.8",25,70.98,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"748","26","126.7",26,53.47,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"749","27","165.9",27,43.28,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"750","28","231.7",28,45.89,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"751","29","322.2",29,52.17,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"752","30","339.5",30,74.01,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"753","31","291.7",31,80.3,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"754","32","221.1",32,83.82,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"755","33","162.4",33,80.05,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"756","34","153.1",34,45.13,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"757","35","171.3",35,41.33,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"758","36","238.9",36,41.21,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"759","37","281.8",37,53.9,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"760","38","294.5",38,65.66,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"761","39","248.6",39,79.26,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"762","40","200.9",40,88.28,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"763","41","176",41,85.41,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"764","42","180.5",42,61.49,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"765","43","192.3",43,47.63,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"766","44","260.8",44,53.91,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"767","45","320.2",45,58.37,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"768","46","329.2",46,70.14,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"769","47","293.4",47,81.92,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"770","48","255.7",48,76.29,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"771","49","181.4",49,76.15,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"772","50","170.3",50,53.16,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"773","51","189.4",51,44.77,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"774","52","243.3",52,49.22,NA,NA,"","",NA,NA,"Veilleux 1976 set A.csv"
"775","0","61.21",0,3.45,0.08,2,"4","4",33,0,"Veilleux 1976 set B.csv"
"776","0.5","86.21",0.5,3.448,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"777","1","94.83",1,5.172,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"778","1.5","138.8",1.5,9.483,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"779","2","212.9",2,9.483,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"780","2.5","302.6",2.5,10.34,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"781","3","346.6",3,14.66,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"782","3.5","311.2",3.5,24.14,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"783","4","212.1",4,38.79,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"784","4.5","162.9",4.5,63.79,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"785","5","93.1",5,91.38,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"786","5.5","63.79",5.5,78.45,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"787","6","67.24",6,47.41,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"788","6.5","80.17",6.5,30.17,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"789","7","87.93",7,14.66,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"790","7.5","106",7.5,18.1,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"791","8","131",8,20.69,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"792","8.5","175.9",8.5,24.14,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"793","9","223.3",9,19.83,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"794","9.5","274.1",9.5,23.28,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"795","10","283.6",10,27.59,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"796","10.5","233.6",10.5,41.38,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"797","11","180.2",11,55.17,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"798","11.5","162.1",11.5,69.83,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"799","12","125",12,57.76,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"800","12.5","105.2",12.5,51.72,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"801","13","111.2",13,38.79,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"802","13.5","128.4",13.5,31.03,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"803","14","113.8",14,28.45,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"804","14.5","129.3",14.5,16.38,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"805","15","133.6",15,8.621,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"806","15.5","149.1",15.5,12.93,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"807","16","182.8",16,18.1,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"808","16.5","200",16.5,19.83,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"809","17","225",17,27.59,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"810","17.5","201.7",17.5,34.48,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"811","18","176.7",18,57.76,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"812","18.5","150.9",18.5,42.24,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"813","19","129.3",19,34.48,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"814","19.5","124.1",19.5,11.21,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"815","20","132.8",20,13.79,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"816","20.5","161.2",20.5,15.52,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"817","21","203.4",21,20.69,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"818","21.5","235.3",21.5,25,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"819","22","212.9",22,37.93,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"820","22.5","184.5",22.5,50.86,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"821","23","150.9",23,53.45,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"822","23.5","137.1",23.5,51.72,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"823","24","123.3",24,38.79,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"824","24.5","126.7",24.5,35.34,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"825","25","131.9",25,25.86,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"826","25.5","156",25.5,10.34,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"827","26","184.5",26,15.52,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"828","26.5","240.5",26.5,25,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"829","27","256",27,39.66,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"830","27.5","219.8",27.5,56.9,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"831","28","220.7",28,45.69,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"832","28.5","193.1",28.5,22.41,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"833","29","150",29,9.483,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"834","29.5","161.2",29.5,6.897,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"835","30","179",30,8.621,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"836","30.5","196.6",30.5,10.34,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"837","31","223.3",31,16.38,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"838","31.5","243.1",31.5,28.45,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"839","32","254.3",32,43.97,NA,NA,"","",NA,NA,"Veilleux 1976 set B.csv"
"840","0","15.65",0,5.76,-1,2,"4","4",33,0,"Veilleux 1976 set C.csv"
"841","0.5","53.57",0.5,9.05,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"842","1","73.34",1,17.26,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"843","1.5","93.93",1.5,41.97,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"844","2","115.4",2,55.97,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"845","2.5","76.57",2.5,74.91,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"846","3","32.83",3,62.52,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"847","3.5","23.74",3.5,27.04,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"848","4","56.7",4,18.77,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"849","4.5","86.37",4.5,31.11,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"850","5","121",5,58.31,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"851","5.5","71.48",5.5,73.13,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"852","6","55.78",6,63.21,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"853","6.5","31.84",6.5,52.46,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"854","7","26.87",7,40.07,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"855","7.5","53.24",7.5,27.67,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"856","8","65.59",8,26,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"857","8.5","81.23",8.5,24.32,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"858","9","143.9",9,21,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"859","9.5","237.9",9.5,33.35,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"860","10","276.6",10,64.67,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"861","10.5","222.2",10.5,94.34,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"862","11","137.2",11,103.4,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"863","11.5","46.45",11.5,82.74,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"864","12","27.46",12,65.4,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"865","12.5","41.46",12.5,51.35,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"866","13","44.73",13,28.24,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"867","13.5","88.42",13.5,23.27,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"868","14","105.7",14,38.09,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"869","14.5","155.2",14.5,14.97,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"870","15","205.5",15,24.84,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"871","15.5","312.7",15.5,49.56,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"872","16","213.7",16,75.93,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"873","16.5","163.4",16.5,104,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"874","17","85.78",17,106.4,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"875","17.5","48.64",17.5,100.6,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"876","18","44.49",18,84.08,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"877","18.5","63.44",18.5,45.3,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"878","19","71.66",19,35.37,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
