prey_time,prey_pop,pred_time,pred_pop,start,end,c_prey,c_pred,window,dilution.rate
1,54,1,1.30E+01,-1,2,4,4,50,0
2,379,2,89,,,,,,
3,375,3,491,,,,,,
4,134,4,848,,,,,,
5,13,5,571,,,,,,
6,9,6,187,,,,,,
7,67,7,112,,,,,,
8,665,8,107,,,,,,
9,558,9,161,,,,,,
10,446,10,361,,,,,,
11,49,11,1271,,,,,,
12,13,12,263,,,,,,
13,31,13,49,,,,,,
14,339,14,67,,,,,,
15,821,15,4,,,,,,
