ASSESSID,TSYEAR,PT_AVAIL,SSB,R,TOTAL,F,CPUE,CATCH_LANDINGS
AFSC-CABEZNCAL-1916-2005-STANTON,1972,6,835.528,604.578,1563.32,0.0514822,,80.48
AFSC-CABEZNCAL-1916-2005-STANTON,1973,6,820.092,603.201,1539.05,0.0503758,,77.53
AFSC-CABEZNCAL-1916-2005-STANTON,1974,6,806.912,602.153,1519.33,0.0483367,,73.44
AFSC-CABEZNCAL-1916-2005-STANTON,1975,6,797.128,603.175,1505.25,0.0285723,,43.01
AFSC-CABEZNCAL-1916-2005-STANTON,1976,6,806.666,602.831,1521,0.0421801,,64.16
AFSC-CABEZNCAL-1916-2005-STANTON,1977,6,803.43,602.523,1516.5,0.0426506,,64.68
AFSC-CABEZNCAL-1916-2005-STANTON,1978,6,800.555,599.29,1511.56,0.0718668,,108.63
AFSC-CABEZNCAL-1916-2005-STANTON,1979,6,771.396,227.691,1465.83,0.0526346,,77.15
AFSC-CABEZNCAL-1916-2005-STANTON,1980,6,762.289,337.256,1441.95,0.0786716,,113.44
AFSC-CABEZNCAL-1916-2005-STANTON,1981,6,733.238,558.973,1358.11,0.0533532,,72.46
AFSC-CABEZNCAL-1916-2005-STANTON,1982,6,727.69,270.549,1298.75,0.0856426,,111.23
AFSC-CABEZNCAL-1916-2005-STANTON,1983,6,677.965,169.582,1200.91,0.0855346,,102.72
AFSC-CABEZNCAL-1916-2005-STANTON,1984,6,615.993,182.011,1103.71,0.0433915,,47.89
AFSC-CABEZNCAL-1916-2005-STANTON,1985,6,596.769,499.056,1042.92,0.0377804,,39.4
AFSC-CABEZNCAL-1916-2005-STANTON,1986,6,582.735,237.19,984.34,0.0965813,,95.07
AFSC-CABEZNCAL-1916-2005-STANTON,1987,6,514.854,188.142,885.9,0.10363,,91.81
AFSC-CABEZNCAL-1916-2005-STANTON,1988,6,441.604,461.364,801.05,0.091276,,73.12
AFSC-CABEZNCAL-1916-2005-STANTON,1989,6,399.597,1101.28,742.89,0.119926,,89.09
AFSC-CABEZNCAL-1916-2005-STANTON,1990,6,359.962,151.724,710.47,0.0825707,,58.66
AFSC-CABEZNCAL-1916-2005-STANTON,1991,6,336.664,194.976,756.37,0.0732238,,55.38
AFSC-CABEZNCAL-1916-2005-STANTON,1992,6,329.536,734.514,806.17,0.150424,,121.27
AFSC-CABEZNCAL-1916-2005-STANTON,1993,6,338.151,1211.97,783.8,0.100815,,79.02
AFSC-CABEZNCAL-1916-2005-STANTON,1994,6,377.15,437.342,828.47,0.0805462,,66.73
AFSC-CABEZNCAL-1916-2005-STANTON,1995,6,382.056,687.257,927.93,0.134227,,124.55
AFSC-CABEZNCAL-1916-2005-STANTON,1996,6,362.342,876.19,986.2,0.171945,,169.57
AFSC-CABEZNCAL-1916-2005-STANTON,1997,6,379.979,206.442,1012.37,0.203619,,206.14
AFSC-CABEZNCAL-1916-2005-STANTON,1998,6,392.863,1059,998.8,0.250094,,249.79
AFSC-CABEZNCAL-1916-2005-STANTON,1999,6,356.202,170.507,930.52,0.136834,,127.33
AFSC-CABEZNCAL-1916-2005-STANTON,2000,6,392.598,86.441,973.06,0.122184,,118.89
AFSC-CABEZNCAL-1916-2005-STANTON,2001,6,419.755,117.824,984.99,0.0840184,,82.76
AFSC-CABEZNCAL-1916-2005-STANTON,2002,6,465.584,232.057,972.49,0.0761812,,74.09
AFSC-CABEZNCAL-1916-2005-STANTON,2003,6,506.753,553.935,919.96,0.0738512,,67.94
AFSC-CABEZNCAL-1916-2005-STANTON,2004,6,495.81,540.828,857.2,0.0850554,,72.91
AFSC-CABEZNCAL-1916-2005-STANTON,2005,6,444.912,,809.52,,,
AFSC-CABEZSCAL-1932-2005-STANTON,1932,6,249.841,140.86,454.93,0.0010773,,0.49
AFSC-CABEZSCAL-1932-2005-STANTON,1933,6,249.607,140.842,454.55,0.00136558,,0.62
AFSC-CABEZSCAL-1932-2005-STANTON,1934,6,249.314,140.823,454.08,0.00150884,,0.69
AFSC-CABEZSCAL-1932-2005-STANTON,1935,6,249.006,140.8,453.6,0.00187896,,0.85
AFSC-CABEZSCAL-1932-2005-STANTON,1936,6,248.627,140.771,453,0.00244827,,1.11
AFSC-CABEZSCAL-1932-2005-STANTON,1937,6,248.14,140.755,452.22,0.0016176,,0.73
AFSC-CABEZSCAL-1932-2005-STANTON,1938,6,247.893,140.698,451.88,0.00456516,,2.06
AFSC-CABEZSCAL-1932-2005-STANTON,1939,6,246.955,140.685,450.29,0.00171891,,0.77
AFSC-CABEZSCAL-1932-2005-STANTON,1940,6,246.759,140.677,450.1,0.00167607,,0.75
AFSC-CABEZSCAL-1932-2005-STANTON,1941,6,246.628,140.645,450.01,0.0034848,,1.57
AFSC-CABEZSCAL-1932-2005-STANTON,1942,6,246.103,140.616,449.16,0.00342068,,1.54
AFSC-CABEZSCAL-1932-2005-STANTON,1943,6,245.634,140.589,448.42,0.00341822,,1.53
AFSC-CABEZSCAL-1932-2005-STANTON,1944,6,245.205,140.564,447.77,0.00345664,,1.55
AFSC-CABEZSCAL-1932-2005-STANTON,1945,6,244.807,140.542,447.18,0.00342771,,1.53
AFSC-CABEZSCAL-1932-2005-STANTON,1946,6,244.462,140.523,446.68,0.00343152,,1.53
AFSC-CABEZSCAL-1932-2005-STANTON,1947,6,244.162,140.396,446.26,0.0105764,,4.72
AFSC-CABEZSCAL-1932-2005-STANTON,1948,6,242.159,140.248,442.75,0.0119976,,5.31
AFSC-CABEZSCAL-1932-2005-STANTON,1949,6,239.861,140.044,438.9,0.0157526,,6.91
AFSC-CABEZSCAL-1932-2005-STANTON,1950,6,236.775,139.891,433.8,0.0130773,,5.67
AFSC-CABEZSCAL-1932-2005-STANTON,1951,6,234.5,139.78,430.41,0.011524,,4.96
AFSC-CABEZSCAL-1932-2005-STANTON,1952,6,232.87,139.619,428.15,0.0156478,,6.7
AFSC-CABEZSCAL-1932-2005-STANTON,1953,6,230.541,139.346,424.54,0.0233228,,9.9
AFSC-CABEZSCAL-1932-2005-STANTON,1954,6,226.689,138.553,418.17,0.0540345,,22.6
AFSC-CABEZSCAL-1932-2005-STANTON,1955,6,216.129,137.745,399.83,0.0545111,,21.8
AFSC-CABEZSCAL-1932-2005-STANTON,1956,6,206.217,136.535,383.56,0.0752569,,28.87
AFSC-CABEZSCAL-1932-2005-STANTON,1957,6,192.794,135.694,362.01,0.0591443,,21.41
AFSC-CABEZSCAL-1932-2005-STANTON,1958,6,184.318,135.332,349.86,0.0407531,,14.26
AFSC-CABEZSCAL-1932-2005-STANTON,1959,6,180.875,135.685,346.4,0.0105055,,3.64
AFSC-CABEZSCAL-1932-2005-STANTON,1960,6,184.239,136.214,354.46,0.00491753,,1.74
AFSC-CABEZSCAL-1932-2005-STANTON,1961,6,189.481,136.737,364.62,0.00567195,,2.07
AFSC-CABEZSCAL-1932-2005-STANTON,1962,6,194.927,137.022,374.1,0.0169238,,6.33
AFSC-CABEZSCAL-1932-2005-STANTON,1963,6,198.009,136.953,378.69,0.0336371,,12.74
AFSC-CABEZSCAL-1932-2005-STANTON,1964,6,197.252,136.968,376.33,0.0271038,,10.2
AFSC-CABEZSCAL-1932-2005-STANTON,1965,6,197.419,136.716,376.22,0.0393025,,14.79
AFSC-CABEZSCAL-1932-2005-STANTON,1966,6,194.698,136.033,371.64,0.0608975,,22.63
AFSC-CABEZSCAL-1932-2005-STANTON,1967,6,187.652,135.902,359.8,0.0351859,,12.66
AFSC-CABEZSCAL-1932-2005-STANTON,1968,6,186.359,136.011,358.46,0.0252469,,9.05
AFSC-CABEZSCAL-1932-2005-STANTON,1969,6,187.433,10.678,361.05,0.0239114,,8.63
AFSC-CABEZSCAL-1932-2005-STANTON,1970,6,189.043,11.182,359.63,0.0307163,,11.05
AFSC-CABEZSCAL-1932-2005-STANTON,1971,6,189.412,369.661,344.33,0.0478387,,16.47
AFSC-CABEZSCAL-1932-2005-STANTON,1972,6,185.717,21.566,324.72,0.147824,,48
AFSC-CABEZSCAL-1932-2005-STANTON,1973,6,155.566,183.906,287.19,0.0669098,,19.22
AFSC-CABEZSCAL-1932-2005-STANTON,1974,6,136.835,124.638,285.43,0.0688041,,19.64
AFSC-CABEZSCAL-1932-2005-STANTON,1975,6,134.014,146.534,287.65,0.10116,,29.1
AFSC-CABEZSCAL-1932-2005-STANTON,1976,6,133.603,28.4,282.13,0.0685785,,19.35
AFSC-CABEZSCAL-1932-2005-STANTON,1977,6,134.935,366.035,283.2,0.0443365,,12.56
AFSC-CABEZSCAL-1932-2005-STANTON,1978,6,141.304,12.212,293,0.063816,,18.7
AFSC-CABEZSCAL-1932-2005-STANTON,1979,6,143.794,141.81,303.69,0.0459752,,13.96
AFSC-CABEZSCAL-1932-2005-STANTON,1980,6,144.354,49.041,315.54,0.602182,,190.01
AFSC-CABEZSCAL-1932-2005-STANTON,1981,6,61.605,81.522,154.55,0.251453,,38.86
AFSC-CABEZSCAL-1932-2005-STANTON,1982,6,56.806,10.074,137.03,0.403016,,55.22
AFSC-CABEZSCAL-1932-2005-STANTON,1983,6,39.505,212.902,100.31,0.189911,,19.05
AFSC-CABEZSCAL-1932-2005-STANTON,1984,6,39.861,242.243,99.56,0.396655,,39.49
AFSC-CABEZSCAL-1932-2005-STANTON,1985,6,28.408,18.757,92.41,0.354544,,32.76
AFSC-CABEZSCAL-1932-2005-STANTON,1986,6,18.408,56.784,102.87,0.36346,,37.39
AFSC-CABEZSCAL-1932-2005-STANTON,1987,6,19.097,186.941,105.62,0.326111,,34.44
AFSC-CABEZSCAL-1932-2005-STANTON,1988,6,30.417,70.84,104.25,0.181249,,18.9
AFSC-CABEZSCAL-1932-2005-STANTON,1989,6,40.209,19.518,116.74,0.148972,,17.39
AFSC-CABEZSCAL-1932-2005-STANTON,1990,6,43.171,107.842,126.84,0.332445,,42.17
AFSC-CABEZSCAL-1932-2005-STANTON,1991,6,38.887,8.521,107.61,0.374747,,40.33
AFSC-CABEZSCAL-1932-2005-STANTON,1992,6,33.603,11.644,85.32,0.268142,,22.88
AFSC-CABEZSCAL-1932-2005-STANTON,1993,6,29.446,151.396,74.42,0.0798502,,5.94
AFSC-CABEZSCAL-1932-2005-STANTON,1994,6,34.101,20.943,79.93,0.238549,,19.07
AFSC-CABEZSCAL-1932-2005-STANTON,1995,6,30.847,143.663,77.2,0.194552,,15.02
AFSC-CABEZSCAL-1932-2005-STANTON,1996,6,25.815,37.635,82.41,0.289532,,23.86
AFSC-CABEZSCAL-1932-2005-STANTON,1997,6,22.959,8.181,83.39,0.2217,,18.49
AFSC-CABEZSCAL-1932-2005-STANTON,1998,6,25.621,80.288,87.02,0.317428,,27.62
AFSC-CABEZSCAL-1932-2005-STANTON,1999,6,25.347,398.304,77.53,0.386542,,29.97
AFSC-CABEZSCAL-1932-2005-STANTON,2000,6,23.323,10.475,76.63,0.394005,,30.19
AFSC-CABEZSCAL-1932-2005-STANTON,2001,6,13.549,38.175,93.8,0.23546,,22.09
AFSC-CABEZSCAL-1932-2005-STANTON,2002,6,12.304,297.994,118.46,0.151037,,17.89
AFSC-CABEZSCAL-1932-2005-STANTON,2003,6,35.067,105.02,145.15,0.108953,,15.81
AFSC-CABEZSCAL-1932-2005-STANTON,2004,6,59.786,110.794,176.61,0.0724489,,12.8
AFSC-CABEZSCAL-1932-2005-STANTON,2005,6,70.818,,208.42,,,
AFSC-DSOLEGA-1978-2010-STANTON,1978,4,,,,,,827
AFSC-DSOLEGA-1978-2010-STANTON,1979,4,,,,,,530
AFSC-DSOLEGA-1978-2010-STANTON,1980,4,,,,,,570
AFSC-DSOLEGA-1978-2010-STANTON,1981,4,,23000,,,,457
AFSC-DSOLEGA-1978-2010-STANTON,1982,4,,17000,,,,457
AFSC-DSOLEGA-1978-2010-STANTON,1983,4,,23000,,,,354
AFSC-DSOLEGA-1978-2010-STANTON,1984,4,60000,17000,172000,,,132
AFSC-DSOLEGA-1978-2010-STANTON,1985,4,61000,12000,172000,,,43
AFSC-DSOLEGA-1978-2010-STANTON,1986,4,62000,11000,173000,,,23
AFSC-DSOLEGA-1978-2010-STANTON,1987,4,63000,10000,173000,,,56
AFSC-DSOLEGA-1978-2010-STANTON,1988,4,64000,11000,172000,,,1087
AFSC-DSOLEGA-1978-2010-STANTON,1989,4,64000,8000,169000,,,1521
AFSC-DSOLEGA-1978-2010-STANTON,1990,4,64000,9000,165000,,,2348
AFSC-DSOLEGA-1978-2010-STANTON,1991,4,64000,13000,160000,,,9741
AFSC-DSOLEGA-1978-2010-STANTON,1992,4,60000,10000,148000,,,8364
AFSC-DSOLEGA-1978-2010-STANTON,1993,4,57000,12000,138000,,,3804
AFSC-DSOLEGA-1978-2010-STANTON,1994,4,55000,17000,133000,,,3108
AFSC-DSOLEGA-1978-2010-STANTON,1995,4,54000,19000,127000,,,2096
AFSC-DSOLEGA-1978-2010-STANTON,1996,4,53000,16000,123000,,,2177
AFSC-DSOLEGA-1978-2010-STANTON,1997,4,52000,27000,120000,,,3652
AFSC-DSOLEGA-1978-2010-STANTON,1998,4,50000,24000,117000,,,2230
AFSC-DSOLEGA-1978-2010-STANTON,1999,4,48000,44000,115000,,,2270
AFSC-DSOLEGA-1978-2010-STANTON,2000,4,46000,23000,115000,,,961
AFSC-DSOLEGA-1978-2010-STANTON,2001,4,45000,9000,117000,,,800
AFSC-DSOLEGA-1978-2010-STANTON,2002,4,44000,12000,122000,,,554
AFSC-DSOLEGA-1978-2010-STANTON,2003,4,43000,16000,126000,,,936
AFSC-DSOLEGA-1978-2010-STANTON,2004,4,42000,16000,128000,,,679
AFSC-DSOLEGA-1978-2010-STANTON,2005,4,42000,,129000,,,407
AFSC-DSOLEGA-1978-2010-STANTON,2006,4,42000,,131000,,,390
AFSC-DSOLEGA-1978-2010-STANTON,2007,4,42000,,131720,,,278
AFSC-DSOLEGA-1978-2010-STANTON,2008,4,,,132625,,,539
AFSC-DSOLEGA-1978-2010-STANTON,2009,4,,,133025,,,
AFSC-DSOLEGA-1978-2010-STANTON,2010,4,,,133360,,,
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1973,5,,2000,,,,
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1974,5,,3000,,,,
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1975,5,,2000,,,,
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1976,5,,12000,,,,
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1977,5,7950,6000,19948,0.027,,388
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1978,5,7605,3000,20028,0.014,,162
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1979,5,7439,1000,20525,0.018,,224
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1980,5,7344,12000,21908,0.042,,597
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1981,5,7220,2000,23728,0.058,,845
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1982,5,7159,2000,25770,0.059,,852
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1983,5,7273,1000,27752,0.066,,1017
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1984,5,7532,10000,30126,0.038,,540
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1985,5,8145,3000,32783,0.003,,34
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1986,5,9153,19000,35625,0.002,,17
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1987,5,10307,10000,37893,0.001,,19
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1988,5,11550,10000,40256,0.039,,1067
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1989,5,12380,1000,41396,0.057,,1707
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1990,5,12941,6000,43211,0.052,,1612
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1991,5,13483,4000,46130,0.06,,2190
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1992,5,13857,17000,49436,0.093,,3565
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1993,5,13893,1000,51733,0.09,,3132
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1994,5,14139,9000,54040,0.091,,2938
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1995,5,14621,18000,55873,0.084,,2868
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1996,5,15366,1000,58141,0.072,,2289
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1997,5,16424,13000,60271,0.066,,2626
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1998,5,17449,10000,61971,0.071,,3110
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,1999,5,18258,3000,63986,0.096,,4538
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,2000,5,18496,2000,64599,0.086,,3701
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,2001,5,18898,2000,66288,0.066,,2999
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,2002,5,19590,2000,68946,0.07,,3305
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,2003,5,20256,2000,70888,0.058,,3020
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,2004,5,21074,,72149,0.052,,2553
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,2005,5,22053,,72771,0.045,,2207
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,2006,5,23056,,72443,0.044,,2428
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,2007,5,23907,,70980,0.058,,3318
AFSC-DUSROCKGA-1973-2008-MELNYCHUK,2008,5,,,,,,3527
AFSC-FLSOLEBSAI-1977-2008-STANTON,1977,4,23446,595800,127340,,,7909
AFSC-FLSOLEBSAI-1977-2008-STANTON,1978,4,21145,892950,155460,,,6957
AFSC-FLSOLEBSAI-1977-2008-STANTON,1979,4,20088,611230,208990,,,4351
AFSC-FLSOLEBSAI-1977-2008-STANTON,1980,4,21059,1499800,260750,,,5247
AFSC-FLSOLEBSAI-1977-2008-STANTON,1981,4,24391,2029400,318110,,,5218
AFSC-FLSOLEBSAI-1977-2008-STANTON,1982,4,32687,526950,368920,,,4509
AFSC-FLSOLEBSAI-1977-2008-STANTON,1983,4,48470,839310,437620,,,5240
AFSC-FLSOLEBSAI-1977-2008-STANTON,1984,4,70934,1161040,527950,,,4458
AFSC-FLSOLEBSAI-1977-2008-STANTON,1985,4,95258,1895130,594860,,,5636
AFSC-FLSOLEBSAI-1977-2008-STANTON,1986,4,118360,1416400,655330,,,5208
AFSC-FLSOLEBSAI-1977-2008-STANTON,1987,4,140481,1643160,714660,,,3595
AFSC-FLSOLEBSAI-1977-2008-STANTON,1988,4,162953,601750,789750,,,6783
AFSC-FLSOLEBSAI-1977-2008-STANTON,1989,4,186934,888640,857350,,,3604
AFSC-FLSOLEBSAI-1977-2008-STANTON,1990,4,214129,555690,931620,,,20245
AFSC-FLSOLEBSAI-1977-2008-STANTON,1991,4,236175,1027690,967370,,,14197
AFSC-FLSOLEBSAI-1977-2008-STANTON,1992,4,255257,638160,997580,,,14407
AFSC-FLSOLEBSAI-1977-2008-STANTON,1993,4,271306,958820,1006600,,,13574
AFSC-FLSOLEBSAI-1977-2008-STANTON,1994,4,288934,435620,1012500,,,17006
AFSC-FLSOLEBSAI-1977-2008-STANTON,1995,4,310183,776570,1003400,,,14713
AFSC-FLSOLEBSAI-1977-2008-STANTON,1996,4,326728,947340,991440,,,17344
AFSC-FLSOLEBSAI-1977-2008-STANTON,1997,4,336954,580180,964630,,,20681
AFSC-FLSOLEBSAI-1977-2008-STANTON,1998,4,335385,1112950,934790,,,24597
AFSC-FLSOLEBSAI-1977-2008-STANTON,1999,4,326239,978290,906790,,,18555
AFSC-FLSOLEBSAI-1977-2008-STANTON,2000,4,315592,381690,878020,,,20422
AFSC-FLSOLEBSAI-1977-2008-STANTON,2001,4,304923,1446760,861790,,,17809
AFSC-FLSOLEBSAI-1977-2008-STANTON,2002,4,295683,922240,852540,,,15572
AFSC-FLSOLEBSAI-1977-2008-STANTON,2003,4,284896,1139070,831970,,,14184
AFSC-FLSOLEBSAI-1977-2008-STANTON,2004,4,275376,327460,835270,,,17394
AFSC-FLSOLEBSAI-1977-2008-STANTON,2005,4,266816,491210,835340,,,16151
AFSC-FLSOLEBSAI-1977-2008-STANTON,2006,4,261905,,845480,,,17947
AFSC-FLSOLEBSAI-1977-2008-STANTON,2007,4,257544,,836800,,,18744
AFSC-FLSOLEBSAI-1977-2008-STANTON,2008,4,255126,,822390,,,21277
AFSC-FLSOLEGA-1978-2010-Stachura,1978,4,,,,,,452
AFSC-FLSOLEGA-1978-2010-Stachura,1979,4,,,,,,165
AFSC-FLSOLEGA-1978-2010-Stachura,1980,4,,,,,,2068
AFSC-FLSOLEGA-1978-2010-Stachura,1981,4,,235300,,,,1070
AFSC-FLSOLEGA-1978-2010-Stachura,1982,4,,237530,,,,1368
AFSC-FLSOLEGA-1978-2010-Stachura,1983,4,,203530,,,,1080
AFSC-FLSOLEGA-1978-2010-Stachura,1984,4,59000,219520,245970,,,548.7
AFSC-FLSOLEGA-1978-2010-Stachura,1985,4,70000,281970,258510,,,319.5
AFSC-FLSOLEGA-1978-2010-Stachura,1986,4,81000,217540,267010,,,147.3
AFSC-FLSOLEGA-1978-2010-Stachura,1987,4,89000,235180,273090,,,150.9
AFSC-FLSOLEGA-1978-2010-Stachura,1988,4,95000,244210,279380,,,520.3
AFSC-FLSOLEGA-1978-2010-Stachura,1989,4,98000,312420,282760,,,747.4
AFSC-FLSOLEGA-1978-2010-Stachura,1990,4,100000,234250,285260,,,1447
AFSC-FLSOLEGA-1978-2010-Stachura,1991,4,101000,279220,286760,,,1717
AFSC-FLSOLEGA-1978-2010-Stachura,1992,4,101000,239100,290460,,,2034
AFSC-FLSOLEGA-1978-2010-Stachura,1993,4,101000,248180,292400,,,2366
AFSC-FLSOLEGA-1978-2010-Stachura,1994,4,101000,234990,295330,,,2580
AFSC-FLSOLEGA-1978-2010-Stachura,1995,4,101000,188010,297040,,,2181
AFSC-FLSOLEGA-1978-2010-Stachura,1996,4,102000,180200,298930,,,3107
AFSC-FLSOLEGA-1978-2010-Stachura,1997,4,103000,275640,298850,,,2446
AFSC-FLSOLEGA-1978-2010-Stachura,1998,4,103000,372030,296820,,,1742
AFSC-FLSOLEGA-1978-2010-Stachura,1999,4,104000,412900,293510,,,900
AFSC-FLSOLEGA-1978-2010-Stachura,2000,4,106000,320600,293030,,,1547
AFSC-FLSOLEGA-1978-2010-Stachura,2001,4,106000,382120,296710,,,1911
AFSC-FLSOLEGA-1978-2010-Stachura,2002,4,106000,364010,305220,,,2145
AFSC-FLSOLEGA-1978-2010-Stachura,2003,4,105000,411330,314010,,,2425
AFSC-FLSOLEGA-1978-2010-Stachura,2004,4,104000,351510,325700,,,2390
AFSC-FLSOLEGA-1978-2010-Stachura,2005,4,105000,236240,338150,,,2530
AFSC-FLSOLEGA-1978-2010-Stachura,2006,4,107000,198840,352400,,,3134
AFSC-FLSOLEGA-1978-2010-Stachura,2007,4,110000,,364550,,,3163
AFSC-FLSOLEGA-1978-2010-Stachura,2008,4,115000,,371040,,,3419
AFSC-FLSOLEGA-1978-2010-Stachura,2009,4,110387,,323937,,,3658
AFSC-FLSOLEGA-1978-2010-Stachura,2010,4,113717,,328611,,,3778
AFSC-GHALBSAI-1960-2009-STANTON,1960,4,134017,,242758,0.09,,
AFSC-GHALBSAI-1960-2009-STANTON,1961,4,127543,,215567,0.13,,
AFSC-GHALBSAI-1960-2009-STANTON,1962,4,115725,,173759,0.24,,
AFSC-GHALBSAI-1960-2009-STANTON,1963,4,99810,,171413,0.32,,
AFSC-GHALBSAI-1960-2009-STANTON,1964,4,88473,,227498,0.23,,
AFSC-GHALBSAI-1960-2009-STANTON,1965,4,80369,,311971,0.27,,
AFSC-GHALBSAI-1960-2009-STANTON,1966,4,84501,,427509,0.06,,
AFSC-GHALBSAI-1960-2009-STANTON,1967,4,112275,,541343,0.05,,
AFSC-GHALBSAI-1960-2009-STANTON,1968,4,184121,,642446,0.05,,
AFSC-GHALBSAI-1960-2009-STANTON,1969,4,283351,,723430,0.06,,
AFSC-GHALBSAI-1960-2009-STANTON,1970,4,372973,,788654,0.05,,
AFSC-GHALBSAI-1960-2009-STANTON,1971,4,438738,,843964,0.03,,
AFSC-GHALBSAI-1960-2009-STANTON,1972,4,476783,,859695,0.06,,
AFSC-GHALBSAI-1960-2009-STANTON,1973,4,492555,,823749,0.11,,
AFSC-GHALBSAI-1960-2009-STANTON,1974,4,502063,,787665,0.1,,
AFSC-GHALBSAI-1960-2009-STANTON,1975,4,493459,,728755,0.14,,
AFSC-GHALBSAI-1960-2009-STANTON,1976,4,475391,,675772,0.13,,
AFSC-GHALBSAI-1960-2009-STANTON,1977,4,450462,,627372,0.14,,30161
AFSC-GHALBSAI-1960-2009-STANTON,1978,4,434977,,611963,0.08,,42189
AFSC-GHALBSAI-1960-2009-STANTON,1979,4,414063,,585338,0.11,,41409
AFSC-GHALBSAI-1960-2009-STANTON,1980,4,394753,,559354,0.12,,52552
AFSC-GHALBSAI-1960-2009-STANTON,1981,4,371601,,520810,0.16,,57321
AFSC-GHALBSAI-1960-2009-STANTON,1982,4,346501,,474692,0.19,,52122
AFSC-GHALBSAI-1960-2009-STANTON,1983,4,324080,,429593,0.21,,47558
AFSC-GHALBSAI-1960-2009-STANTON,1984,4,297955,,385997,0.23,,23120
AFSC-GHALBSAI-1960-2009-STANTON,1985,4,284423,,363701,0.12,,14731
AFSC-GHALBSAI-1960-2009-STANTON,1986,4,274730,,346891,0.08,,9864
AFSC-GHALBSAI-1960-2009-STANTON,1987,4,266136,,332679,0.05,,9585
AFSC-GHALBSAI-1960-2009-STANTON,1988,4,255520,,316939,0.06,,7108
AFSC-GHALBSAI-1960-2009-STANTON,1989,4,244070,,302343,0.04,,8822
AFSC-GHALBSAI-1960-2009-STANTON,1990,4,230149,,285093,0.06,,12696
AFSC-GHALBSAI-1960-2009-STANTON,1991,4,213275,,263947,0.09,,7863
AFSC-GHALBSAI-1960-2009-STANTON,1992,4,198387,,247035,0.05,,3752
AFSC-GHALBSAI-1960-2009-STANTON,1993,4,186004,,234450,0.02,,8467
AFSC-GHALBSAI-1960-2009-STANTON,1994,4,170405,,217482,0.05,,10272
AFSC-GHALBSAI-1960-2009-STANTON,1995,4,155864,,198975,0.08,,8194
AFSC-GHALBSAI-1960-2009-STANTON,1996,4,143062,,182755,0.07,,6555
AFSC-GHALBSAI-1960-2009-STANTON,1997,4,131539,,168445,0.05,,7199
AFSC-GHALBSAI-1960-2009-STANTON,1998,4,119730,,153976,0.06,,9149
AFSC-GHALBSAI-1960-2009-STANTON,1999,4,106890,,138281,0.09,,5857
AFSC-GHALBSAI-1960-2009-STANTON,2000,4,97046,,126439,0.06,,6973
AFSC-GHALBSAI-1960-2009-STANTON,2001,4,86786,,114453,0.08,,5312
AFSC-GHALBSAI-1960-2009-STANTON,2002,4,78609,,105382,0.07,,3638
AFSC-GHALBSAI-1960-2009-STANTON,2003,4,71867,,99811,0.05,,3513
AFSC-GHALBSAI-1960-2009-STANTON,2004,4,65737,,96076,0.05,,2220
AFSC-GHALBSAI-1960-2009-STANTON,2005,4,61245,,94884,0.03,,2559
AFSC-GHALBSAI-1960-2009-STANTON,2006,4,57623,,94014,0.03,,1965
AFSC-GHALBSAI-1960-2009-STANTON,2007,4,55902,,93914,0.03,,1829
AFSC-GHALBSAI-1960-2009-STANTON,2008,4,55876,,94795,,,2541
AFSC-GHALBSAI-1960-2009-STANTON,2009,4,56499,,97524,,,
AFSC-GKINGCRABAIES-1990-2007-JENSEN,1990,1,48117,,,,,
AFSC-GKINGCRABAIES-1990-2007-JENSEN,1991,1,49449,,,,,
