Experiment,Treatment,Run,Clone,AccT,Eggstage_raw,Ovaries,#eggs,"length,mm",Timm,logTimm
Long-term feeding,low,,Xinb3,28,0,Y,0,2.65,86,4.4543472963
Long-term feeding,low,,Xinb3,28,1,N,1,3.05,140,4.9416424226
Long-term feeding,low,,Xinb3,28,0,N,0,2.8,143,4.9628446303
Long-term feeding,low,,Xinb3,28,0,Y,0,2.8,145,4.9767337424
Long-term feeding,low,,Xinb3,28,0,N,0,2.8,149,5.0039463059
Long-term feeding,low,,Xinb3,28,0,Y,0,2.75,145,4.9767337424
Long-term feeding,high,,SE-G1-9,28,2,Y,32,3.65,74,4.3040650932
Long-term feeding,high,,SE-G1-9,28,0,Y,0,3.2,83,4.4188406078
Long-term feeding,high,,SE-G1-9,28,3,Y,12,3.05,87,4.4659081187
Long-term feeding,high,,SE-G1-9,28,0,Y,0,3.2,86,4.4543472963
Long-term feeding,high,,SE-G1-9,28,2,Y,8,2.9,80,4.3820266347
Long-term feeding,high,,SE-G1-9,28,0,N,0,2.5,117,4.7621739348
Long-term feeding,low,,SE-G1-9,28,0,N,0,2.55,121,4.7957905456
Long-term feeding,low,,SE-G1-9,28,0,N,0,2.55,119,4.7791234931
Long-term feeding,low,,SE-G1-9,28,2,N,2,2.6,119,4.7791234931
Long-term feeding,low,,SE-G1-9,28,0,N,0,2.85,123,4.8121843554
Long-term feeding,low,,SE-G1-9,28,3,N,2,2.55,120,4.7874917428
Long-term feeding,low,,SE-G1-9,28,0,N,0,2.7,130,4.8675344505
