"species 1","species 2","species 3","species 4","species 5"
0.310125398915261,0.861845979001373,0.447461479110643,0.31961616803892,0.209511986467987
0.726792583734141,0.393541581827526,0.844465235716203,0.758204847947999,0.590565813888454
0.648504978510866,0.860778297054773,0.44977060014354,0.628437803985461,0.828342411582491
0.766651527835835,0.414530275720423,0.839920501631658,0.777421044628003,0.468323700717953
0.582312708668247,0.863113303733131,0.461295151012429,0.604896589223376,0.902966169196831
0.876193857240802,0.38730603065659,0.880986469058826,0.846108328011744,0.285882951988648
0.356759624700031,0.829944802112838,0.329174840855831,0.453319421663296,0.723197287221049
0.782651169763635,0.459264978879336,0.738616829238471,0.879671509045558,0.667920871124308
0.595302848131865,0.901848974221306,0.666913203123129,0.326712018163566,0.787932005556044
0.855615020718815,0.292546053823999,0.805110483630559,0.736953792029081,0.549812567501463
0.415253787088242,0.7253330050237,0.527496465298662,0.685569523595926,0.864929733717548
0.830827177893562,0.702191956802566,0.891630317464518,0.742515796214307,0.382096752703788
0.483378035912145,0.708962875553049,0.305643848162327,0.671444274349872,0.837457822431848
0.893599198358051,0.725906160998841,0.775333292194976,0.767393728509728,0.435829161539845
0.304647136359081,0.698341180321879,0.596093213216089,0.633561530258457,0.887394246997673
0.743807921654949,0.757825065326043,0.871851098434802,0.835674141927266,0.331693600044822
0.658609191021609,0.607555671352166,0.367801133999557,0.474636731172561,0.767690101103327
0.767422233909084,0.83734364231903,0.776549672258094,0.846065793528479,0.597541568780415
0.614250424432278,0.437157708360404,0.590086585715598,0.435780604686698,0.863058103538438
0.841590247586681,0.821852556257342,0.856741228170881,0.893450672260269,0.404386391038409
0.446165465838643,0.496293381659663,0.41837958440546,0.292170126238178,0.826762153058794
0.8274441222784,0.911661383805382,0.851472637830513,0.756384405713067,0.492128357609997
0.460961317983708,0.255600370746873,0.411964075854141,0.633288819421679,0.839703411658948
0.870098507594682,0.654792688527533,0.817999155537879,0.790194409567576,0.45298718548473
0.3884597831599,0.808539502353124,0.476711430535981,0.573775393794717,0.860634938580134
0.810069974200047,0.527999415582307,0.885794338950413,0.809497895050918,0.385626073336354
0.494856619469793,0.87681892323969,0.313408735426282,0.509013825038651,0.805701223437226
0.893079356635633,0.359123564370202,0.753922997711524,0.869548147148205,0.542954574476964
0.295431404073895,0.782031014816286,0.63723031606374,0.369472940323582,0.846872967533273
0.758448184679278,0.554011153224596,0.826567798917781,0.836658193358074,0.411611044241559
0.616887666924827,0.83204370505634,0.462807937320363,0.451186156436289,0.878735453770811
0.783293676270792,0.44640831364511,0.836446145351266,0.894118019015333,0.358106654648262
0.57152231452103,0.904934502032812,0.456924984860147,0.308626393814326,0.841041999294723
0.875922355075186,0.281743311300037,0.9031086428333,0.719085050317245,0.46191553630915
0.360640566353884,0.729675138457811,0.276684694384833,0.725880765252005,0.845292140305838
0.84421237236375,0.679448486573542,0.718929567094881,0.676253995627766,0.413905924231781
0.43013069526942,0.7381053762447,0.661065335068436,0.743076297066284,0.827605329295228
0.828628841646005,0.687278390445841,0.758773669660585,0.667017794058125,0.489526783942426
0.463588182295359,0.755046598875786,0.638627140352362,0.771802236216258,0.83139628729447
0.866956508860231,0.610664662078576,0.829019530880963,0.570992524281035,0.450362975378475
0.364854234775208,0.804108693293636,0.466956717829912,0.811930966176679,0.858823374938472
0.775488384964578,0.528832215759135,0.879964889549716,0.521652067129813,0.402003787949477
0.586714344922717,0.89032789544575,0.326688492533858,0.894222508954029,0.882342466132923
0.836632814120142,0.322185933387845,0.794204611166464,0.312016693403127,0.320342088799865
0.472328405745839,0.777492276711162,0.53649480903027,0.768615452920683,0.774914773571319
0.904788524138833,0.564468845442193,0.849630659127171,0.62542257075781,0.566405985025067
0.278086853029196,0.866002068932866,0.440810100815351,0.785690225838075,0.862270462642611
0.679879196158146,0.394635598257211,0.820556238392369,0.571457595141964,0.397174159187331
0.750254734622061,0.80002807478728,0.47644150312995,0.874918520980967,0.842943443088467
0.649598924432967,0.552810199623635,0.912508239550984,0.365799505637952,0.422324058557563
0.775756828088551,0.89696644916618,0.247172565027298,0.827139767268207,0.896563828391535
0.589036516304071,0.297130461039625,0.636096456371811,0.456115920472243,0.289223722830403
0.820730922121381,0.697782428329325,0.826483043239793,0.873467763387679,0.730511202276155
0.479703760242527,0.712799867629428,0.478473922886859,0.362947668375119,0.685896922115458
0.830482325809033,0.731026067700827,0.89067135277505,0.782266448529793,0.715712710627581
0.46337374159883,0.67996310708217,0.315299072374853,0.563554660939231,0.66884546379002
0.895805099169883,0.734489991557218,0.781026226499135,0.889042054282878,0.741711910144723
0.314012170334824,0.648667703893355,0.597201358748935,0.313382152768177,0.646629011519752
0.790915645982975,0.815049908359664,0.813079419791212,0.734288094019184,0.764772076965746
0.587001687477229,0.48913223694187,0.52473036744955,0.643865599157918,0.61496565252052
0.874552801325021,0.840155518327394,0.829514561697813,0.787699244970201,0.811959855784366
0.352712230130867,0.441960967973903,0.474548644051434,0.572046206246075,0.491751524249436
0.826570262258686,0.844505692240239,0.856542022685216,0.826518101047876,0.840851596923432
0.459595659881147,0.438885815628413,0.416268915597407,0.493457071599227,0.427743174611276
0.880409372260641,0.837420585080456,0.850672244424109,0.844869515953855,0.835170088837631
0.331795564829641,0.446228367438406,0.411137997875494,0.427237958248667,0.464742977753179
0.779225211190306,0.887669388670447,0.862843578741811,0.898946888226076,0.909078406708319
0.598910556598552,0.322894751348931,0.397369592530679,0.30146606199722,0.268478448553422
0.798750289409884,0.737143330515889,0.806894455858135,0.742239091636775,0.65727320453077
0.523033604493058,0.632830857178861,0.521020115368703,0.683663009892483,0.797887240761075
0.867161087516837,0.821678934639588,0.893861872743268,0.711639007789717,0.550806605345769
0.376582639514026,0.477617847614611,0.292828297700226,0.73769417840634,0.851344870780849
0.801564187027814,0.842957771947642,0.703058770943364,0.6835731863866,0.403185897630364
0.515736011989419,0.44462149540695,0.741480912090698,0.724491516333918,0.804364654671256
0.848702884230496,0.886384211448063,0.681495616104479,0.691946444348896,0.5110917803269
0.412365309818071,0.31197087327059,0.743659859890633,0.711070007558489,0.865781696416148
0.836646371018712,0.718337831180172,0.65378291067987,0.734356447331938,0.376921603360574
0.454262052361354,0.693908298697814,0.79814996018873,0.647027597169018,0.851029077247129
0.908934556647175,0.749151758464924,0.527460296042135,0.790732698413976,0.418476611623529
0.261588608443809,0.656604821800478,0.848397119710354,0.542146005926151,0.846462321971267
0.670065044302367,0.817632434688823,0.436916098537021,0.888201394375904,0.445032816376395
0.748024536778286,0.514978418424453,0.819290936371523,0.322956679152749,0.875308099218627
0.636241889696099,0.913547767333404,0.506361983228124,0.789090223567555,0.360115963182112
0.77585939022294,0.2409895061237,0.8609512520941,0.586488551170306,0.777840637055259
0.591048103160517,0.669889838185894,0.40571698689473,0.880828909131815,0.603068399085363
